"miRNA"	"hsa.let.7a.2"	"hsa.let.7a.3"	"hsa.let.7b"	"hsa.let.7c"	"hsa.let.7e"	"hsa.let.7g"	"hsa.let.7i"	"hsa.mir.100"	"hsa.mir.101.1"	"hsa.mir.106b"	"hsa.mir.107"	"hsa.mir.10a"	"hsa.mir.122"	"hsa.mir.1225"	"hsa.mir.1227"	"hsa.mir.1234"	"hsa.mir.124.2"	"hsa.mir.124.3"	"hsa.mir.1250"	"hsa.mir.1255b.1"	"hsa.mir.125a"	"hsa.mir.125b.1"	"hsa.mir.125b.2"	"hsa.mir.126"	"hsa.mir.127"	"hsa.mir.128.1"	"hsa.mir.1287"	"hsa.mir.130a"	"hsa.mir.130b"	"hsa.mir.132"	"hsa.mir.133a.1"	"hsa.mir.134"	"hsa.mir.135a.1"	"hsa.mir.136"	"hsa.mir.137"	"hsa.mir.138.1"	"hsa.mir.138.2"	"hsa.mir.140"	"hsa.mir.141"	"hsa.mir.142"	"hsa.mir.143"	"hsa.mir.145"	"hsa.mir.146a"	"hsa.mir.149"	"hsa.mir.150"	"hsa.mir.152"	"hsa.mir.153.2"	"hsa.mir.154"	"hsa.mir.155"	"hsa.mir.15a"	"hsa.mir.15b"	"hsa.mir.16.2"	"hsa.mir.17"	"hsa.mir.181a.1"	"hsa.mir.181a.2"	"hsa.mir.181b.1"	"hsa.mir.181c"	"hsa.mir.182"	"hsa.mir.184"	"hsa.mir.187"	"hsa.mir.18a"	"hsa.mir.191"	"hsa.mir.192"	"hsa.mir.193a"	"hsa.mir.194.1"	"hsa.mir.194.2"	"hsa.mir.195"	"hsa.mir.196a.1"	"hsa.mir.196a.2"	"hsa.mir.199a.1"	"hsa.mir.199a.2"	"hsa.mir.19a"	"hsa.mir.200a"	"hsa.mir.200b"	"hsa.mir.200c"	"hsa.mir.203"	"hsa.mir.204"	"hsa.mir.205"	"hsa.mir.206"	"hsa.mir.208a"	"hsa.mir.20a"	"hsa.mir.21"	"hsa.mir.210"	"hsa.mir.211"	"hsa.mir.212"	"hsa.mir.214"	"hsa.mir.216a"	"hsa.mir.217"	"hsa.mir.218.1"	"hsa.mir.218.2"	"hsa.mir.219.1"	"hsa.mir.219.2"	"hsa.mir.22"	"hsa.mir.221"	"hsa.mir.222"	"hsa.mir.223"	"hsa.mir.224"	"hsa.mir.23b"	"hsa.mir.24.1"	"hsa.mir.24.2"	"hsa.mir.25"	"hsa.mir.26a.2"	"hsa.mir.26b"	"hsa.mir.27a"	"hsa.mir.27b"	"hsa.mir.296"	"hsa.mir.299"	"hsa.mir.29a"	"hsa.mir.29b.2"	"hsa.mir.29c"	"hsa.mir.302a"	"hsa.mir.30a"	"hsa.mir.30b"	"hsa.mir.30c.1"	"hsa.mir.30c.2"	"hsa.mir.30d"	"hsa.mir.30e"	"hsa.mir.31"	"hsa.mir.3187"	"hsa.mir.32"	"hsa.mir.320a"	"hsa.mir.323"	"hsa.mir.33a"	"hsa.mir.34a"	"hsa.mir.34c"	"hsa.mir.3650"	"hsa.mir.3654"	"hsa.mir.429"	"hsa.mir.487a"	"hsa.mir.503"	"hsa.mir.543"	"hsa.mir.564"	"hsa.mir.636"	"hsa.mir.663b"	"hsa.mir.7.1"	"hsa.mir.7.2"	"hsa.mir.7.3"	"hsa.mir.877"	"hsa.mir.9.1"	"hsa.mir.9.2"	"hsa.mir.92a.1"	"hsa.mir.93"	"hsa.mir.935"	"hsa.mir.96"	"hsa.mir.98"	"hsa.mir.99a"	"hsa.mir.99b"	"bcr_patient_barcode"
"TCGA-04-1337-01A-01R-1564-13"	15879.906126	8104.558458	48654.437713	6946.069855	3220.570535	195.859584	455.616621	1238.360419	59.03569	1139.73609	23.614276	10003.42407	0	0	0.694538	0.694538	0	0	0	0	9936.748467	4015.121471	65.981066	242.393599	1575.211122	67.370141	18.057976	36.115952	35.421414	136.129356	409.777144	811.219837	1.389075	11.807138	0	0	0	432.002345	83.344504	26.392426	8535.866265	31301.417482	19.447051	377.13388	629.945541	26.392426	0	7.639913	153.492795	13.196213	862.615614	0	209.055797	5538.242278	3111.528142	601.469503	46.534015	4548.526296	1.389075	9.723525	8.33445	4984.001328	51.395777	1184.186492	9.723525	22.225201	18.057976	1.389075	0.694538	535.488437	698.704757	0	393.802781	373.661192	23013.501115	1105.009213	4.861763	2730.227037	3.472688	0	24.308814	4527.69017	795.940011	0	1.389075	136.129356	0	0	9.723525	3.472688	4.167225	0	11902.984219	402.137231	343.796078	31.948726	21.530663	2134.313835	98.62433	977.908845	8900.49847	375.744805	125.016756	552.851875	943.876506	156.270945	6.250838	3192.789034	75.010053	53.47939	0	13050.360222	75.704591	4.167225	1568.265747	5101.378171	2660.078747	23.614276	4.167225	5.5563	2271.832266	11.112601	0.694538	89.595342	77.788204	0	0	4.861763	4.167225	38.894102	2.083613	0	2.083613	0	11.112601	0	0	20.141588	90.984417	86.122654	3434.488095	4365.168387	79.871816	0.694538	6.250838	461.867459	537814.443186	"TCGA-04-1337"
"TCGA-25-1315-01A-01R-1565-13"	34007.872292	16991.590623	38127.125233	26121.377682	3501.321299	156.230949	257.835692	1809.875457	76.695193	1815.338077	97.671656	7059.016842	0	0	2.622058	0.43701	0	0	0.655514	0	2325.765346	4346.497958	205.831544	106.848859	2938.234367	275.534583	90.242492	125.203264	121.925692	276.190097	0.874019	388.064567	6.118135	3.496077	0	0.218505	1.092524	813.274955	147.927766	0	4867.194953	908.761563	5.244116	859.160968	134.161962	19.446929	0	5.462621	62.929389	6.33664	2943.915493	1.092524	237.514744	4845.562975	10137.531306	723.687977	404.015419	10374.827545	110.126431	131.758409	9.177203	3009.46694	135.472991	1619.77626	47.634052	96.142123	8.303183	0	0	124.11074	159.071512	0	797.979617	558.06132	170901.799999	615.528089	34.305257	1921.531422	3.714582	0	7.429164	1401.052931	606.787896	0.218505	3.933087	13.110289	0.218505	0	6.118135	10.925241	26.657589	22.943007	7344.165637	334.312381	114.496528	3.496077	3.496077	1714.388849	77.350708	1169.219313	30915.373519	458.204616	122.799711	631.478941	1009.710791	81.283795	9.614212	4436.74045	32.994228	25.34656	0	5576.024602	23.817026	13.110289	1039.427447	13050.200609	17589.419822	22.724502	10.051222	7.647669	1852.702402	11.143746	3.277572	19.228425	105.319325	0	0.218505	11.143746	5.462621	66.862476	4.588601	0	2.185048	0.218505	33.431238	0	0	50.911624	58.559293	52.004148	2670.784463	7085.455926	112.31148	3.933087	16.387862	727.402559	305939.092217	"TCGA-25-1315"
"TCGA-24-1551-01A-01R-1566-13"	43922.468015	21927.699412	90480.264482	29513.388483	2172.387451	329.456952	509.398684	1989.828385	197.608738	930.462336	51.692352	16295.196047	0.654334	0.327167	1.308667	0.327167	0	0	0	0	2786.806672	3892.303238	369.3713	123.669045	1733.656792	88.989365	42.531682	116.144209	68.050691	77.211361	5.234669	182.559066	0	0.327167	0	0	0	702.427087	292.487106	9.487837	9176.046811	1868.776674	36.969847	81.791696	1329.278646	10.796504	0	7.197669	427.606988	12.759505	5210.78538	7.524836	503.509682	1210.189937	1034.174206	151.478221	73.612527	3876.272065	5.234669	18.32134	22.574508	1350.871654	105.347705	1339.09365	26.827676	34.025346	3.926001	6.870502	0.327167	103.711871	151.151055	0	664.47574	1301.142303	68762.606145	314.734447	13.741005	4023.497118	0	0	20.938674	4188.716345	228.035249	0	3.598835	28.136343	0	0.654334	0.654334	1.308667	8.833503	0	5015.46681	233.597084	71.649526	127.267879	38.278514	1104.187898	119.415876	1161.769253	27918.777574	890.547988	189.429568	1120.873404	1202.992267	120.724544	5.561835	23910.657294	35.334013	176.997231	0	23212.810543	94.224034	7.852003	1679.347106	6276.040431	14818.36518	29.117844	1.308667	14.068172	3426.417736	3.598835	6.870502	32.062345	188.775235	0	0	17.667006	1.963001	7.197669	2.290167	0	0	0	35.334013	0	0	33.371012	27.809177	24.864676	5068.794996	2357.563851	24.537509	0.654334	7.852003	2060.49641	117798.036672	"TCGA-24-1551"
"TCGA-13-1404-01A-01R-1565-13"	50331.997403	25394.18065	237426.306141	5744.59052	3153.264728	172.123407	342.893288	1356.909954	215.887419	1404.734544	70.383359	31563.101614	0	0.676763	2.030289	1.804702	0	0	0	0	2221.361981	1041.538364	44.215187	115.500897	1448.498556	121.366177	79.858042	165.806952	88.204787	95.874768	1.353526	212.278016	0.676763	0.676763	0	0.225588	0	518.400511	209.796551	4.060578	3891.387649	839.637381	22.784357	67.676307	1002.060518	23.46112	0.676763	2.481465	140.766718	5.639692	2499.511603	3.158228	749.627893	5220.099141	3727.15981	990.10437	178.214275	1817.334429	1.353526	169.416355	18.949366	1302.543321	27.972874	2336.862878	11.956148	20.52848	2.707052	0.225588	0.451175	111.440319	162.874312	0	403.125202	371.542925	70241.915727	968.222364	70.834535	11685.893505	0	0	17.370252	5166.860446	83.467445	0.676763	3.609403	20.302892	0	0.225588	2.481465	4.060578	10.151446	0	5833.246482	214.985068	61.585439	18.272603	125.652343	1156.813673	52.110756	1163.355716	6594.15376	844.60031	105.575039	956.94298	1153.20427	102.642399	4.962929	11465.268745	21.656418	101.288873	0	8700.917194	97.67947	4.511754	573.443907	17342.730414	3883.943255	22.784357	1.579114	3.383815	2049.915337	0.676763	2.481465	8.121157	6.993218	0	0	6.542043	2.707052	4.962929	0.676763	0.225588	2.255877	0	9.925858	0	0	32.033452	11.73056	11.504972	5208.142994	1819.13913	28.875224	0.902351	6.316455	177.311924	186424.990063	"TCGA-13-1404"
"TCGA-24-2271-01A-01R-1568-13"	80645.389839	40463.257945	72751.993117	21275.661499	11830.386	672.988125	606.8614	8214.933549	312.26509	622.955735	90.268228	47693.463093	0	0	0.524815	0.874692	0	0	0.699754	0	6301.806922	4890.228762	216.573771	201.704005	2512.99049	131.903573	23.791626	185.434732	34.46287	642.3739	8.222106	359.848342	5.947906	1.049631	0	0.174938	0	2329.480081	141.700125	14.519889	8356.633674	1861.169915	155.170384	651.120822	2794.816295	73.649077	0	5.248153	418.802592	71.199939	2772.599114	5.772968	671.588618	4052.098763	917.552045	442.769156	84.845137	2607.45724	13.820136	101.464287	4.548399	1118.731235	231.093661	2348.898247	140.300618	169.865212	52.656466	0.874692	0	598.639294	802.092683	0.174938	389.937752	1273.901618	89090.017541	3307.560821	28.514963	385.214414	1.049631	0	92.542427	22959.093973	187.359054	0.349877	10.671244	66.476602	0	5.073214	2.799015	9.446675	3.498769	0.174938	20546.693078	650.071191	207.651912	207.82685	85.54489	3758.90196	138.376295	2287.319921	11693.934028	1961.059756	151.846554	438.745573	2826.48015	70.500186	13.820136	14742.760917	94.641688	251.386518	0	12621.632501	153.071123	3.498769	2651.8916	26165.365445	6264.894914	1.049631	0.874692	2.624076	4159.336018	3.498769	4.898276	66.476602	25.366072	0	0	8.047168	5.073214	9.621613	4.023584	0.174938	0.174938	0	5.073214	0	0	12.420628	15.394581	17.843719	7468.646223	6833.094921	17.493843	0.524815	11.545936	1336.704513	179463.383376	"TCGA-24-2271"
"TCGA-13-0906-01A-01R-1564-13"	34680.857154	17318.660976	84012.204169	9929.604176	3232.93599	85.281285	452.646821	1066.910623	53.077163	1517.768326	25.644023	9321.900473	0	0	0.596373	2.981863	0	0	0.596373	0	3102.926758	2016.335839	56.655399	36.975103	1701.451094	160.424236	60.830008	56.059027	74.546578	152.075019	3.578236	187.857376	1.192745	0.596373	0	0	0	555.819285	45.920692	3.578236	2697.989747	1351.380364	17.294806	438.333878	815.837748	4.770981	0	2.38549	94.823247	1.192745	2045.558097	2.38549	295.800821	4176.39748	2454.669717	342.914258	60.830008	1896.464942	5.963726	5.367354	21.469414	518.844182	32.204122	1803.430812	9.541962	23.258532	7.752844	2.981863	0	172.948061	201.573947	0	625.594882	527.789771	78046.68882	393.009559	9.541962	2702.760728	1.192745	0	13.120198	2361.635588	214.097772	20.873042	4.770981	50.691673	0	1.789118	1.192745	1.192745	5.367354	0	2644.912584	103.172464	49.498928	17.294806	17.891179	684.635771	124.641878	525.404281	13163.732911	249.880129	76.335696	282.680623	750.833133	144.322175	8.349217	3169.124119	10.138335	39.360593	0	8187.599743	34.589612	6.560099	637.522334	7731.971059	2826.209861	2.981863	4.174608	2.38549	1876.784645	1.789118	0	18.487551	14.312943	0	0	10.138335	14.909316	14.312943	2.38549	0	5.963726	0	10.734707	0	0.596373	86.47403	5.367354	7.752844	7796.975675	4146.578849	239.741795	0.596373	3.578236	259.422091	352385.848316	"TCGA-13-0906"
"TCGA-24-1423-01A-01R-1565-13"	45435.137768	22791.855259	114537.943009	32612.712884	5828.994753	180.957632	561.622039	2272.339248	96.586491	1895.651932	69.599089	8910.387906	0	0.284078	3.408935	3.693013	0	0	0	0	4609.448261	2924.866221	231.239423	63.633453	1291.702283	288.339084	59.088206	76.416959	35.793817	98.859115	6.249714	209.365424	1.42039	0	0	0	0	481.512067	122.153504	3.408935	4695.52387	737.750347	5.681558	787.179905	194.593372	5.681558	0	1.704467	88.064154	12.21535	1103.358625	2.272623	209.365424	2011.555721	1402.49267	378.391784	95.45018	4384.74263	13.919818	97.722803	8.522337	897.402136	71.587635	2266.373612	27.555558	55.395194	5.681558	6.249714	0	99.995426	139.766335	0	391.459368	422.139783	97641.840814	2032.009331	11.363117	2477.443503	6.249714	0	6.533792	1575.780199	403.958796	3.408935	2.840779	18.465065	0	3.408935	3.124857	3.977091	19.601376	0	11074.777546	896.549902	276.123734	10.226805	6.249714	1590.836328	86.927842	1181.76413	12456.816606	575.541857	115.619712	512.760638	742.011516	176.696464	4.261169	6591.743957	74.428414	69.883167	0	13269.563523	91.757167	9.658649	942.002369	22229.949142	6835.766887	0.284078	9.374571	5.113402	1926.048269	1.988545	2.556701	41.759454	31.532649	0	0	5.681558	5.39748	14.772052	1.42039	0	1.988545	0	3.693013	0	0	75.564726	15.340207	13.919818	3038.781465	3343.028913	274.987422	1.704467	13.63574	878.084838	274404.210489	"TCGA-24-1423"
"TCGA-59-2352-01A-01R-1569-13"	62374.62064	31261.619356	119644.950879	15126.687309	8735.83604	528.663545	1579.135558	5104.564604	183.716066	1320.287847	133.811105	19741.799408	0	0.274203	3.838843	1.371015	0.822609	0.274203	0.548406	0	6817.511267	4224.921112	125.310809	74.309036	6517.25889	243.218135	95.971079	168.08649	44.969306	736.509482	22.484653	698.121051	90.487018	3.290437	0	0.274203	0	1350.998593	219.362467	3.56464	15210.319249	1831.950801	31.259152	245.685963	542.922105	36.46901	0.822609	5.758265	719.508891	11.790733	1377.596292	0.822609	208.394344	3766.727759	1619.717615	446.951026	336.447184	4559.99728	58.67946	32.630167	1.645219	1288.48029	92.132236	3256.984227	54.018007	74.857442	8.226093	9.322905	1.645219	466.419445	697.298442	0	710.734393	1325.771909	148133.280248	607.634033	32.630167	2987.442596	523.72789	0.274203	7.403483	5460.754409	166.989678	0.822609	19.742622	58.67946	0	0	3.56464	8.774499	16.177982	1.096812	9820.857641	332.882543	90.212814	18.371607	13.710154	1280.802603	23.581465	1539.924517	12520.935405	1749.689876	133.811105	746.9292	689.346552	112.97167	6.580874	7704.558242	38.662635	160.683007	0	44653.149551	27.146105	16.177982	3567.65632	5266.344423	17618.096526	0	5.484062	4.935656	1297.803195	22.484653	5.209859	32.630167	28.242918	0	0	12.887545	4.387249	4.387249	7.12928	0.274203	1.645219	0	2.467828	0.548406	0	31.533355	17.000591	16.452185	1827.563552	2687.190219	106.390796	5.758265	17.8232	781.204585	210060.675658	"TCGA-59-2352"
"TCGA-61-1725-01A-01R-1567-13"	39740.176537	20020.873087	64140.064129	16975.466528	3689.872041	273.199752	412.368555	2389.32506	68.579169	610.064205	61.877622	21542.124364	0	0	1.116925	0.670155	0	0	0	0	3972.230574	1816.119366	66.568705	325.248438	2422.386028	128.222942	15.860329	63.664701	62.101007	258.679733	5.808008	393.380837	4.244313	1.116925	0	0.223385	0	1057.504192	60.313927	2.457234	7618.542556	2445.394674	47.357602	392.263912	699.864941	34.177892	0	2.680619	1049.909105	13.17971	905.155679	4.691083	444.312598	2757.463402	2172.418307	419.516872	45.570523	15119.584647	91.141046	148.104199	6.254778	1821.033834	63.664701	714.161576	29.710194	36.635126	16.307099	1.787079	0	283.922228	417.059638	0.223385	366.351262	807.536471	84758.938636	1995.720839	28.593269	14220.460361	5.361238	0	27.029575	6969.162606	144.97681	0.89354	3.350774	43.113289	0	8.712012	0.670155	8.265242	17.870793	0.223385	10283.077833	451.907685	172.67654	54.282535	344.236155	2869.379245	31.497273	1179.695741	44793.590104	994.956415	177.814393	205.067353	808.430011	103.650601	7.818472	11247.877285	40.209285	44.006828	0	15017.94451	243.489558	2.904004	2012.474707	31289.078399	4739.781145	6.701547	1.563694	0.89354	1780.824549	8.935397	0.670155	51.601916	55.399459	0.670155	0	4.914468	6.924932	5.584623	3.797544	0	2.680619	0	11.169246	0	0	33.284352	14.296635	12.062785	6719.194885	13851.42848	24.348956	3.797544	21.891722	847.745756	144669.209383	"TCGA-61-1725"
"TCGA-04-1517-01A-01R-1565-13"	17243.408843	8657.999221	45760.440368	27967.486835	4188.834106	182.454941	585.294524	2146.951869	139.947518	1116.310338	44.469305	51293.816979	0	0	0.871947	0.435974	0	0	0.65396	0	5912.891608	3353.944711	199.021937	59.72838	1162.959511	87.630689	116.186958	49.483001	61.0363	52.534816	0.871947	167.195866	1.525908	0.871947	0	0.871947	0	591.180167	230.194047	1.743894	5175.006333	878.922727	4.577723	916.416454	72.153627	15.259075	0	2.179868	60.38234	10.027392	2479.817693	3.051815	127.304284	1189.117925	1346.504386	167.195866	70.627719	10045.049149	1.743894	8.283498	5.667656	1526.997446	31.390097	1002.085262	13.733168	16.784983	13.515181	18.746864	1.089934	92.644385	128.612205	0	701.263495	829.8757	96770.43855	2740.747878	6.321617	1644.928298	0	0	10.899339	2726.36075	334.173745	3.705775	2.397855	18.528877	0	0	6.975577	8.501485	11.117326	0	5718.229407	174.825403	57.330525	10.899339	11.989273	2095.724974	110.737288	919.032296	21819.169496	585.076537	156.296527	386.0546	2412.89575	183.980849	3.051815	9091.792928	38.365675	144.52524	0	10347.178837	55.150657	2.397855	1439.584744	8191.507496	8827.810929	3.269802	2.833828	3.269802	2204.500381	3.487789	3.269802	19.400824	6.10363	0	0	13.733168	1.961881	5.231683	1.525908	0.217987	0.871947	0	12.20726	0	0	10.681353	15.695049	15.913035	1962.31706	4417.28426	74.551481	4.141749	9.155445	1282.198283	334529.281511	"TCGA-04-1517"
"TCGA-13-0802-01A-01R-1564-13"	11022.518928	5627.600153	13533.894124	11293.574461	1941.244906	110.249554	112.686008	1252.946587	21.318974	706.571726	46.29263	4248.56706	0	0.609114	14.618725	3.654681	0.609114	1.827341	0	0	6657.002065	3562.705195	65.175151	103.549305	524.446773	79.793876	27.41011	169.942682	95.630828	20.709861	1.827341	143.141686	6.700249	0.609114	0	0	0.609114	142.532572	57.865788	1.218227	1234.064067	1471.618354	5.482022	782.101807	110.249554	4.263795	0	4.872908	174.206477	3.654681	883.823771	3.045568	397.142039	1469.791013	3105.260914	166.288001	157.760411	5423.547112	3.045568	306.384119	33.501246	1406.443203	35.328586	665.761118	7.309363	17.664293	3.045568	1.218227	0	113.904235	149.841935	0.609114	358.767885	311.257028	40915.375854	588.403696	9.136703	9872.512533	0	0	24.364542	889.305793	224.153789	3.045568	1.218227	17.664293	0	0.609114	1.827341	6.091136	5.482022	214.407972	1738.410092	88.321466	81.012103	1.827341	4.263795	2005.810943	114.513349	642.005689	6829.990315	211.362404	113.904235	269.837306	525.055886	6.700249	1.827341	2444.372704	43.856176	25.582769	0	11227.790197	24.973656	6.700249	1583.695248	4981.330669	4238.821243	2.436454	3.045568	4.872908	208.316837	9.745817	0	7.918476	10.35493	0	0	6.091136	4.872908	3.045568	1.827341	0	5.482022	0	5.482022	0	0	47.510857	306.384119	311.257028	17242.786573	5249.949748	130.959415	1.827341	1.827341	455.616941	471325.979302	"TCGA-13-0802"
"TCGA-13-0911-01A-01R-1564-13"	18702.490645	9477.861434	58403.323277	2872.079222	1906.263307	421.298687	451.650313	2149.529323	87.430803	652.333451	28.992598	16265.7534	0	1.359028	2.265047	0.453009	0	0	0	0	4444.927654	2006.831381	20.38542	597.97233	865.247841	140.432896	43.941906	131.372709	67.951401	168.972484	15.402318	412.69151	30.804635	1.359028	0	0.453009	0	482.454948	125.936597	18.120374	3947.523398	3419.767516	153.570167	465.693603	1165.140025	23.556486	0	4.983103	425.828781	15.855327	2353.836536	2.718056	231.034764	3297.001984	1279.298379	369.655622	68.40441	3054.641987	4.077084	253.232222	20.38542	4887.517781	240.54796	1426.979424	28.539588	37.599775	9.966206	24.462504	4.530093	490.609116	685.856142	0	1370.806266	1085.410381	63452.565392	578.945938	16.761346	33.069682	0	0	15.402318	10050.012231	2984.878548	0.453009	8.154168	54.361121	0	3.624075	5.889121	4.530093	4.530093	0	17034.057242	351.082239	291.285006	209.290316	373.732706	1511.692171	114.611363	944.524476	14392.559775	793.219356	306.234315	574.868854	556.74848	324.807698	6.342131	3961.113678	141.338914	110.987289	0	5640.419305	59.344224	4.077084	1069.102045	7357.777717	4438.132514	21.744448	1.812037	18.120374	2329.827041	8.154168	2.718056	98.303027	18.120374	2.265047	0.453009	34.42871	4.983103	24.009495	0.453009	0.453009	4.077084	0	37.599775	0	0.453009	37.146766	96.49099	84.712747	2998.468828	4615.712176	180.297718	0.906019	11.325234	219.256521	414221.322244	"TCGA-13-0911"
"TCGA-24-1436-01A-01R-1566-13"	12456.61687	6246.009913	18883.704194	23874.940511	3564.090957	260.588966	1730.101798	876.368237	125.361284	3284.929949	80.672308	15033.487713	0	2.321505	32.501074	2.321505	0	0	0.580376	0	3720.792562	1969.797217	290.188158	111.432253	2980.232383	248.401063	77.770426	151.478218	76.609674	251.883321	1.741129	455.015032	0.580376	9.286021	0	0.580376	0	427.737345	145.674455	6.384139	3282.608443	370.860466	10.446774	1076.598066	576.313682	17.411289	0	2.901882	336.037887	10.446774	1674.966048	5.223387	421.933582	2138.106348	791.052919	240.856171	59.778761	13007.393994	5.223387	22.0543	48.171234	1221.111769	57.457255	1655.233253	11.02715	20.893547	5.223387	0	0	71.966663	111.432253	0	1059.767153	1001.149145	81816.81002	1925.688616	19.152418	164.826874	0	0	19.152418	6536.778447	786.409908	0	16.830913	24.375805	0	0	1.160753	1.160753	6.964516	0	9208.831006	930.923611	239.695419	48.171234	45.269353	847.929798	97.503221	2207.751506	15482.698982	701.674966	162.505368	1351.116064	619.261529	308.179824	8.125268	12622.02412	46.430105	82.993813	0	9333.611914	105.62849	4.062634	492.739492	12792.074381	5362.67716	112.012629	15.670161	11.607526	4149.110283	4.643011	13.348655	94.020963	14.509408	0	0	55.13575	9.866397	11.607526	6.384139	0	2.901882	0	9.286021	0	0	74.868545	6.384139	8.705645	3008.670822	5234.99437	94.020963	9.286021	2.901882	918.155332	406373.112326	"TCGA-24-1436"
"TCGA-57-1582-01A-01R-1566-13"	19904.180683	10046.281557	24547.466619	12488.007668	4796.932691	167.0722	233.986321	1332.315557	21.097127	1108.98435	53.488676	1501.944985	0	0.213102	4.262046	5.753762	0	0	0.213102	0	3325.887539	923.798455	130.205503	52.423165	1475.5203	195.627908	75.864417	51.144551	56.472109	115.288342	1.704818	294.081169	3.622739	0	0	0	0	340.750572	36.866697	1.278614	1443.98116	444.105186	13.425445	1491.076768	753.52972	20.45782	0	1.491716	74.585804	10.22891	1888.938755	1.491716	114.222831	1879.775356	2057.928876	459.235449	24.293662	733.498104	2.344125	128.926889	7.671683	872.440801	51.99696	755.234538	13.638547	30.047424	4.048944	0.213102	0	76.503724	102.928409	0	1081.494154	1057.413594	31046.873555	3555.824917	0.852409	1503.223598	0	0	5.966864	3707.553752	534.886764	0	2.77033	13.638547	0	0.213102	2.557228	1.917921	8.524092	0	5219.08834	206.283023	72.667883	11.720626	44.325278	2059.846796	93.551908	2006.145018	17610.134463	272.770939	87.158839	443.252776	1977.802412	109.53458	4.262046	1287.564075	8.737194	11.720626	0	6742.982861	57.111415	1.917921	627.160058	13874.238106	2981.301126	1.278614	10.015808	11.507524	810.001828	5.327557	8.097887	13.638547	3.196534	0	0	22.375741	2.77033	9.589603	0.852409	0	2.983432	0	15.130263	0	0	99.731875	10.442013	8.737194	1375.149118	6900.039253	29.621219	0	6.819273	399.779908	643296.164031	"TCGA-57-1582"
"TCGA-13-0921-01A-01R-1564-13"	20040.804265	10020.402132	66764.397311	2669.956473	1374.337189	122.593458	223.24914	2713.832026	100.655681	129.045745	10.32366	255.510576	0	0	1.290457	6.452287	0	0	0	0	9839.738089	6306.465579	45.166011	114.850713	1024.623219	45.166011	14.195032	73.556075	50.327841	34.842351	5.16183	273.57698	3.871372	0	0	0	0	171.630841	117.431628	3.871372	1089.146091	1712.437042	43.875553	499.407035	831.054601	2.580915	0	3.871372	103.236596	10.32366	1201.41589	2.580915	212.92548	3808.139948	1076.241517	296.805214	77.427447	1201.41589	0	136.78849	14.195032	3673.932372	16.775947	1514.997051	1.290457	5.16183	15.485489	0	0	125.174373	201.311363	0	378.104034	409.075013	42767.050492	598.772259	2.580915	1007.847272	0	0	24.518692	5337.332031	325.195278	0	2.580915	49.037383	0	3.871372	5.16183	2.580915	7.742745	0	4516.60109	304.547959	286.481555	10.32366	50.327841	536.830301	56.780128	1029.785049	3251.952785	304.547959	144.531235	2038.922778	780.72676	143.240777	1.290457	9572.613396	105.817511	172.921299	0	7614.989438	59.361043	3.871372	822.021398	5316.684712	3819.754065	0	0	9.033202	3334.542062	14.195032	0	45.166011	11.614117	0	0	9.033202	10.32366	19.356862	0	0	9.033202	0	1.290457	0	0	7.742745	45.166011	34.842351	4675.327357	748.465323	40.004181	1.290457	0	126.464831	419216.718134	"TCGA-13-0921"
"TCGA-13-1496-01A-01R-1565-13"	46127.615184	23353.922248	204360.043974	14422.081354	7039.022164	246.443686	1360.15592	795.098682	156.231355	2159.355162	74.220145	18352.468599	0	0.410056	0.410056	0	0	0	0	0	5581.272904	808.630532	249.724135	112.765414	477.305243	197.647016	91.032443	112.765414	16.402242	125.477151	2.05028	47.566502	0.820112	0	0	0.410056	0	777.056216	260.385592	6.150841	5055.581047	437.529806	21.322915	14.351962	1068.196012	5.740785	0	1.230168	266.946489	18.452522	2457.055855	6.150841	235.372173	2995.869505	816.011541	246.853742	146.800066	2989.718665	0	12.301682	2.870392	1185.472042	65.608968	3448.571385	27.883811	37.315101	16.402242	0	0	63.968744	88.572107	0	1679.589583	1130.934587	87976.705536	625.335477	4.510617	447.371151	0	0	7.791065	5261.429185	424.818068	12.711738	6.150841	9.841345	0	0.410056	0.410056	0	21.732971	0	6398.514613	622.055029	175.914046	26.243587	2.05028	1224.427367	29.11398	1428.225224	11054.701067	1298.237456	202.977745	1525.408508	565.057238	94.722948	0	10095.579965	31.984372	199.697297	0	3598.6519	23.783251	5.740785	307.542038	6588.78062	7842.732023	0.820112	17.63241	8.201121	1396.240852	1.230168	6.560897	29.11398	6.970953	0	0	15.992186	1.230168	3.690504	0	0	0.820112	0	18.042466	0	0	37.315101	21.732971	19.272634	2054.380813	2986.438216	274.737554	2.460336	11.891625	501.49855	294037.662008	"TCGA-13-1496"
