"miRNA"	"hsa.let.7a.2"	"hsa.let.7a.3"	"hsa.let.7b"	"hsa.let.7c"	"hsa.let.7e"	"hsa.let.7g"	"hsa.let.7i"	"hsa.mir.100"	"hsa.mir.101.1"	"hsa.mir.106b"	"hsa.mir.107"	"hsa.mir.10a"	"hsa.mir.122"	"hsa.mir.1225"	"hsa.mir.1227"	"hsa.mir.1234"	"hsa.mir.124.2"	"hsa.mir.124.3"	"hsa.mir.1250"	"hsa.mir.1255b.1"	"hsa.mir.125a"	"hsa.mir.125b.1"	"hsa.mir.125b.2"	"hsa.mir.126"	"hsa.mir.127"	"hsa.mir.128.1"	"hsa.mir.1287"	"hsa.mir.130a"	"hsa.mir.130b"	"hsa.mir.132"	"hsa.mir.133a.1"	"hsa.mir.134"	"hsa.mir.135a.1"	"hsa.mir.136"	"hsa.mir.137"	"hsa.mir.138.1"	"hsa.mir.138.2"	"hsa.mir.140"	"hsa.mir.141"	"hsa.mir.142"	"hsa.mir.143"	"hsa.mir.145"	"hsa.mir.146a"	"hsa.mir.149"	"hsa.mir.150"	"hsa.mir.152"	"hsa.mir.153.2"	"hsa.mir.154"	"hsa.mir.155"	"hsa.mir.15a"	"hsa.mir.15b"	"hsa.mir.16.2"	"hsa.mir.17"	"hsa.mir.181a.1"	"hsa.mir.181a.2"	"hsa.mir.181b.1"	"hsa.mir.181c"	"hsa.mir.182"	"hsa.mir.184"	"hsa.mir.187"	"hsa.mir.18a"	"hsa.mir.191"	"hsa.mir.192"	"hsa.mir.193a"	"hsa.mir.194.1"	"hsa.mir.194.2"	"hsa.mir.195"	"hsa.mir.196a.1"	"hsa.mir.196a.2"	"hsa.mir.199a.1"	"hsa.mir.199a.2"	"hsa.mir.19a"	"hsa.mir.200a"	"hsa.mir.200b"	"hsa.mir.200c"	"hsa.mir.203"	"hsa.mir.204"	"hsa.mir.205"	"hsa.mir.206"	"hsa.mir.208a"	"hsa.mir.20a"	"hsa.mir.21"	"hsa.mir.210"	"hsa.mir.211"	"hsa.mir.212"	"hsa.mir.214"	"hsa.mir.216a"	"hsa.mir.217"	"hsa.mir.218.1"	"hsa.mir.218.2"	"hsa.mir.219.1"	"hsa.mir.219.2"	"hsa.mir.22"	"hsa.mir.221"	"hsa.mir.222"	"hsa.mir.223"	"hsa.mir.224"	"hsa.mir.23b"	"hsa.mir.24.1"	"hsa.mir.24.2"	"hsa.mir.25"	"hsa.mir.26a.2"	"hsa.mir.26b"	"hsa.mir.27a"	"hsa.mir.27b"	"hsa.mir.296"	"hsa.mir.299"	"hsa.mir.29a"	"hsa.mir.29b.2"	"hsa.mir.29c"	"hsa.mir.302a"	"hsa.mir.30a"	"hsa.mir.30b"	"hsa.mir.30c.1"	"hsa.mir.30c.2"	"hsa.mir.30d"	"hsa.mir.30e"	"hsa.mir.31"	"hsa.mir.3187"	"hsa.mir.32"	"hsa.mir.320a"	"hsa.mir.323"	"hsa.mir.33a"	"hsa.mir.34a"	"hsa.mir.34c"	"hsa.mir.3650"	"hsa.mir.3654"	"hsa.mir.429"	"hsa.mir.487a"	"hsa.mir.503"	"hsa.mir.543"	"hsa.mir.564"	"hsa.mir.636"	"hsa.mir.663b"	"hsa.mir.7.1"	"hsa.mir.7.2"	"hsa.mir.7.3"	"hsa.mir.877"	"hsa.mir.9.1"	"hsa.mir.9.2"	"hsa.mir.92a.1"	"hsa.mir.93"	"hsa.mir.935"	"hsa.mir.96"	"hsa.mir.98"	"hsa.mir.99a"	"hsa.mir.99b"	"bcr_patient_barcode"
"TCGA-25-2400-01A-01R-1569-13"	41196.679684	20772.225037	42829.015883	33575.017025	3995.16735	469.283372	1105.425679	4041.576098	260.739226	1525.584269	181.738075	17204.655848	0	0.708531	4.133095	1.417061	0	0	0	0	2270.249831	2580.82237	212.204887	95.887795	2416.561381	335.13493	89.038667	83.370423	70.026432	982.495636	1.417061	242.907875	6.376775	2.24368	0	0	0.118088	1091.727422	139.816687	1.062796	10619.219055	1070.353419	20.075031	142.178455	214.684743	49.24287	0	5.077802	309.509743	19.366501	2594.166361	2.479857	285.419706	3978.162617	1915.630313	683.259585	771.471633	23320.336916	15.351494	226.13932	9.565162	1517.554257	117.616064	2430.259637	32.710492	53.494053	15.823848	74.986145	8.148101	316.358871	446.728484	0	2107.523992	3394.215392	123752.646804	4659.887053	9.68325	4395.250909	35.662702	0	14.642964	2686.03915	114.1915	1.180884	33.064757	24.916656	1.180884	8.030012	0.708531	11.808842	81.835274	0.118088	4226.50256	287.781474	99.666625	27.514601	85.614103	1858.593607	10.746046	3949.349044	26964.545488	2437.581119	176.424096	979.425337	956.870449	84.551307	7.675747	7156.63047	44.519333	42.51183	0	9343.155613	25.743275	19.248412	5274.183002	12546.422033	53019.573982	0.118088	6.376775	2.597945	2510.914027	5.786332	1.535149	83.370423	17.358997	0.236177	0.590442	19.012235	2.24368	43.574626	3.896918	0	2.361768	0	6.73104	0.236177	0	146.783903	58.571855	55.029203	2002.189123	10312.8977	66.483779	9.565162	60.933624	1214.067023	145453.164894	"TCGA-25-2400"
"TCGA-13-0760-01A-01R-1564-13"	11167.372783	5733.080644	39282.761245	4402.557142	2182.985397	123.174036	680.506062	212.200815	26.829988	993.929105	29.269078	7300.195859	0	0	2.43909	1.219545	0	0	0	0	6147.725915	797.582374	29.269078	53.659976	435.377535	181.712192	10.975904	81.709509	98.783138	79.270419	4.87818	92.685414	0	0	0	0	0	235.372169	87.807234	12.195449	1141.49404	1396.378927	30.488623	157.321294	818.314638	6.097725	0	0	184.151282	0	1519.552964	0	92.685414	2334.208967	736.605128	134.149941	57.318611	3075.692275	0	209.761725	8.536814	2359.81941	30.488623	1373.207574	4.87818	30.488623	2.43909	0	0	53.659976	92.685414	2.43909	374.400289	339.033486	35969.257712	162.199474	1.219545	54074.621514	0	0	12.195449	4168.404518	898.804602	0	7.317269	13.414994	0	0	0	1.219545	1.219545	0	4722.077909	471.963882	257.323977	7.317269	98.783138	607.333367	26.829988	953.684123	8157.535934	237.811258	248.787163	1363.451215	315.862133	857.340075	0	5772.106081	57.318611	50.001341	0	7064.82369	70.733605	4.87818	771.971931	10563.69805	2211.03493	0	1.219545	6.097725	420.742996	2.43909	3.658635	21.951808	2.43909	0	0	10.975904	6.097725	1.219545	0	0	4.87818	0	8.536814	0	0	53.659976	2.43909	4.87818	5763.569266	4229.381764	220.73763	2.43909	3.658635	168.297198	516658.983534	"TCGA-13-0760"
"TCGA-13-0910-01A-01R-1564-13"	18637.685078	9305.006392	72941.003461	15607.173607	2296.800371	317.836058	523.401668	2438.324387	101.201531	1031.781234	53.763313	14137.379497	0	0	1.581274	1.581274	0	0	0	0	5391.353436	3889.933847	113.851722	464.894533	1487.188123	135.989557	35.578663	428.525233	119.386181	60.879046	3.162548	868.119383	0.790637	3.162548	0	0	0.790637	449.081794	185.799686	26.881657	2258.05916	2197.180114	66.413505	3776.872762	8496.184781	35.578663	0	1.581274	555.027147	11.068917	2472.321777	5.534459	196.868603	4489.236664	3836.961171	494.938737	122.548729	3976.113276	1.581274	83.016881	15.022102	2063.562468	320.998606	2031.936989	34.788026	73.529237	1.581274	6.325096	0	282.257395	398.481028	0	740.036195	689.43543	65608.636286	5178.672094	37.950574	3283.515298	0	0	26.09102	6205.709506	420.618863	1.581274	3.162548	45.856944	0	1.581274	3.162548	2.371911	4.743822	0	9423.601936	332.067524	229.284719	47.438218	75.901148	2773.554459	327.323702	1510.116595	13263.725655	741.617469	344.717715	819.890528	1438.168632	280.676121	15.812739	3549.169317	75.901148	107.526627	0	11175.653442	80.64497	10.27828	1425.51844	9391.185821	6658.744484	84.598155	5.534459	22.137835	4271.020863	7.115733	11.068917	56.135224	22.137835	0	0	19.765924	9.487644	15.022102	2.371911	0	3.953185	0	45.856944	0	0	12.650191	15.022102	21.347198	4576.997366	3454.292882	33.997389	0	18.975287	1114.798115	362042.942656	"TCGA-13-0910"
"TCGA-61-2095-01A-01R-1568-13"	78655.258341	39729.340701	138377.77956	5295.025421	12850.235156	634.733922	388.500935	3797.147168	103.496024	1016.512306	67.850868	28826.45671	0	0	0.156338	0.469015	0	0	0	0	5827.045012	6299.186993	37.20854	58.001548	4379.507725	129.448199	44.243768	54.718442	48.777582	340.817722	4.064799	775.751163	3.439445	2.97043	0	0	0	2096.967019	151.960929	3.752122	4266.944074	1645.618046	131.793275	54.87478	453.69405	37.833894	0	6.566213	422.582707	34.550787	663.500189	0.93803	432.11935	7962.940294	3313.436145	2278.788584	115.846758	6039.039888	7.660582	16.102856	8.598612	900.821887	75.824126	7830.990681	26.42119	34.550787	5.315506	0.781692	0	500.75191	637.86069	0.312677	854.858396	1813.994507	50839.0604	596.74369	29.078943	900.040195	2.814091	0	62.222685	24083.774872	575.950682	0.781692	3.439445	58.626902	0.156338	5.315506	6.566213	16.884548	22.51273	0	8250.44662	613.002884	204.646971	283.910543	169.47083	1088.271634	35.176141	953.820606	14365.310634	1337.318712	109.124206	329.24868	642.394504	28.922605	20.323993	9214.898237	37.052202	38.146571	0	13876.284105	60.346624	5.002829	1539.933284	12642.14874	3533.247941	0	1.094369	2.501414	4105.446502	17.978917	3.283106	115.846758	65.036776	0	0.625354	11.569042	10.631012	15.63384	12.194396	0.312677	0.156338	0.156338	5.159167	0.156338	0	43.462076	11.412704	12.507072	5916.470579	7672.619877	73.322712	3.126768	7.973259	210.587831	141315.065503	"TCGA-61-2095"
"TCGA-13-0919-01A-01R-1564-13"	7340.917468	3950.494518	27158.568316	3012.042981	2123.772933	234.180285	390.492742	1490.447925	61.717464	1341.633852	78.444628	7261.896041	1.153597	3.460792	4.61439	5.767987	0	0	1.153597	0	5551.6878	4746.476769	43.836704	454.517401	1752.314549	91.1342	72.099842	251.484247	66.908653	135.547702	8.075182	1187.62859	0.576799	9.805578	0	0.576799	0	411.257496	80.175024	18.457559	1177.246213	2046.481903	39.222314	1436.228844	707.155246	34.607924	1.153597	5.767987	571.030745	10.382377	854.238923	2.883994	161.503645	3475.212363	1163.403043	395.68393	57.679873	2755.367545	7.498384	373.765579	10.959176	4010.481587	96.902187	1143.215088	12.689572	17.303962	3.460792	1.153597	0.576799	472.398162	670.240127	0	754.452742	898.652425	37523.641538	4501.337308	12.689572	2664.810144	0	0	10.959176	7015.602983	1414.310492	0	4.61439	114.782948	0	0.576799	6.344786	6.344786	1.730396	0	12940.479562	810.979018	591.795499	110.745357	200.725959	1341.633852	98.632583	1255.69084	12539.027644	413.564691	231.296292	718.114422	447.019018	126.318922	13.266371	6187.320003	107.861363	59.987068	0	2707.49325	231.87309	2.307195	677.161712	18218.764762	2170.49363	21.341553	9.22878	13.84317	1942.081332	28.839937	2.307195	80.751823	4.037591	0	0	20.187956	11.535975	46.143899	6.921585	0.576799	4.61439	0	12.689572	0	0	78.444628	38.068716	50.758288	1468.529573	6714.514044	121.704533	1.153597	2.307195	344.925642	510491.103745	"TCGA-13-0919"
"TCGA-25-2396-01A-01R-1569-13"	72504.059046	36274.643388	62808.435945	8146.430215	5695.258989	562.484113	529.278944	7485.761853	674.980936	905.985861	98.18425	44670.398622	0	0	0.858754	0	0	0	0	0	3049.723023	2243.63892	94.176729	255.908803	2592.293195	267.358861	66.982841	157.15205	40.647707	343.788	13.453818	300.850281	16.030082	2.576263	0	0	0	2133.145858	307.147813	9.446298	48941.556613	2024.084053	106.771793	118.508103	1748.996402	99.329256	0	7.442538	394.740759	41.506461	3893.306067	7.156286	599.696802	4508.7467	2271.405311	508.382588	417.640876	7695.584171	20.037602	93.890478	3.721269	1446.428612	132.820676	3828.326986	45.22773	60.685309	19.178848	11.450058	0	425.083414	712.766128	0	460.292343	1200.538611	102234.994126	197.227254	21.755111	147.705752	4.293772	0	30.915157	26937.12086	110.779314	0.858754	14.598824	38.357695	0.286251	1.431257	1.717509	20.896356	13.453818	0	9882.545302	273.656393	52.670268	107.916799	103.909279	5028.579345	206.673552	4388.807339	35319.136024	1604.439417	270.793878	2587.140669	3708.387626	241.59623	10.018801	15771.310276	37.212689	267.072609	0	18829.620843	75.284133	3.721269	810.377875	8769.885889	6361.079878	3.721269	0.858754	7.156286	1280.116516	5.438778	15.171327	140.835717	347.79552	0	0	9.73255	2.00376	5.152526	2.00376	0	1.717509	0	11.73631	0	0.572503	14.026321	35.208929	35.208929	7255.615681	5241.264178	70.990361	3.721269	37.785192	712.479877	97912.024622	"TCGA-25-2396"
"TCGA-13-1511-01A-01R-1565-13"	35141.117283	17574.438504	115422.693609	14337.830584	5150.048993	104.622495	592.682419	1294.000984	79.73786	3073.921278	68.499639	56504.174464	0	0.267577	0.267577	0.80273	0.267577	0	0.267577	0	4935.987623	2993.915841	134.858663	56.726263	1864.742112	276.941898	113.98768	55.120803	91.778813	92.581543	1.070307	306.10776	0	0.535153	0	0	0	796.308298	146.364462	0.267577	2672.021055	490.735691	14.181566	281.758279	169.911213	16.322179	0	1.873037	295.939844	4.013651	3308.586055	1.873037	91.778813	2941.470805	1948.226047	452.739798	96.327617	3428.460422	4.548804	69.302369	5.083958	765.804552	31.841629	4459.165921	18.73037	21.406137	25.687364	0.80273	0	124.690748	168.038176	0	1129.708882	1384.977066	106807.258607	481.370507	2.943344	272.66067	0.267577	0	3.478497	4118.005612	635.227116	14.181566	2.140614	22.744021	0	0.80273	1.873037	1.070307	8.830032	0	7665.270095	183.290048	65.823871	15.519449	56.726263	1853.50389	106.763108	1002.07479	25014.944159	560.573214	108.903722	591.879689	1336.813258	95.792463	6.956995	8212.999626	63.148104	81.075744	0	18640.196551	53.782919	4.548804	1220.149811	15141.898607	6073.188653	8.027301	7.492148	0.535153	5962.947047	3.478497	13.378836	31.574052	12.040952	0	0	12.843682	2.140614	2.675767	1.337884	0.535153	0	0	26.490095	0	0	31.841629	2.943344	3.478497	3062.683056	4745.74058	49.769269	2.140614	3.478497	503.04422	232380.207244	"TCGA-13-1511"
"TCGA-10-0936-01A-01R-1564-13"	69395.421383	34914.859313	120366.311183	2155.106223	4218.7575	902.946965	558.057169	1048.091879	362.634785	831.967007	158.112406	31973.968555	0	0.909999	0.6825	3.184998	0	0	0.2275	0	3466.187946	553.962172	17.972489	315.769813	1071.524365	283.237332	128.764924	289.379829	73.254957	164.937402	0.455	311.674815	1.364999	2.729998	0	0	0	523.02219	309.399817	18.199989	12969.994815	474.564719	63.472462	547.137176	448.174734	26.162484	0	5.687497	405.85976	42.997475	1383.65418	7.962495	894.98447	2235.641175	1481.251622	557.60217	238.419859	3560.60039	5.687497	42.542475	9.554994	9625.064297	753.252054	2214.483688	98.052442	124.669926	7.279996	31.394981	3.412498	290.062328	479.797216	0.2275	723.222071	970.969425	27613.023639	6497.62365	8.189995	370.369781	0	0	116.707431	19906.238206	2043.403789	1.592499	2.274999	12.739992	0	0.2275	0.455	12.284993	9.327494	0	4901.939596	875.419481	376.512277	46.864972	245.699854	3644.092841	56.874966	5085.304487	27541.816181	1214.166781	455.90973	5237.274397	2009.961309	143.552415	4.094998	5550.996711	174.947396	372.189779	0	12475.637608	328.282305	3.412498	1238.281766	25489.084898	7172.61575	4.777497	1.364999	6.369996	814.904517	14.332492	10.692494	105.332438	488.66971	0	1.364999	10.237494	4.777497	7.734995	5.459997	0.2275	3.184998	0	7.279996	0.2275	0	19.792488	99.189941	93.047445	4415.772384	11459.16821	24.114986	1.592499	63.699962	175.629896	119473.374212	"TCGA-10-0936"
"TCGA-09-1667-01C-01R-1566-13"	13370.037792	6742.77152	16366.092543	12471.148108	9257.757899	118.679812	325.026398	892.784756	67.886806	809.269333	37.362163	5305.915529	0	0.244197	1.953577	0.488394	0	0	0	0	6078.311093	1744.788589	67.886806	91.573929	510.616227	142.366935	32.234023	80.096663	61.293483	64.468046	4.395549	98.899843	0.976789	0.488394	0	0	0.732591	430.519564	98.411449	3.907154	2446.611179	300.118289	28.326869	176.06614	1317.931982	10.988871	0	0.488394	1043.454393	5.12814	1709.6242	1.465183	115.993643	1390.214337	1020.011467	211.474726	149.937046	3426.330117	1.220986	70.572974	9.767886	841.259159	26.861686	1867.863949	8.791097	13.186646	4.883943	3.174563	0	54.455963	78.875677	0.244197	566.293175	574.840075	59592.894058	1128.190802	5.12814	2656.376525	29.547854	0	5.12814	3192.877648	255.674409	0.488394	1.220986	10.012083	0	0.244197	0.488394	2.197774	11.721463	0	3884.443958	126.249923	37.60636	25.884897	14.407631	470.812092	31.257234	1635.876663	17422.733582	344.806366	98.167252	1813.652183	359.213998	94.748492	1.465183	4724.482131	29.547854	33.943403	0	3196.052211	74.235932	3.662957	452.741504	14636.688374	3417.53902	11.721463	3.662957	7.081717	2177.505927	1.465183	0.976789	38.583149	7.081717	0	0	9.279491	0.488394	8.5469	1.220986	0.488394	3.174563	0	9.767886	0.488394	0	27.105883	9.279491	10.25628	2623.40991	3920.829333	67.398412	0.732591	1.220986	277.896349	624310.020972	"TCGA-09-1667"
"TCGA-31-1944-01A-01R-1568-13"	50727.875345	25622.364167	59482.980955	12874.621117	9889.483754	543.058888	280.999893	1112.323675	102.488419	1314.705869	82.509664	301.238112	0	0.778393	2.075715	2.075715	0	0	0	0	4914.773744	1730.627224	82.509664	74.466269	3435.048548	115.980565	15.567861	53.968585	26.465364	254.275064	12.973218	465.479046	2.335179	1.556786	0	0	0	1659.533992	62.271444	2.594644	5857.926662	3031.062553	43.590011	135.180927	705.743036	18.940898	0	2.594644	186.554869	32.951973	1036.560084	1.81625	670.455884	2010.07033	458.473509	292.935253	84.585379	1040.452049	2.854108	214.317554	21.795006	1318.078905	72.650018	1928.857988	43.849475	62.530909	15.827325	4.410894	2.075715	555.772641	677.201957	0	369.217772	886.330224	110157.666108	475.079227	22.05447	16751.537456	0	0	50.336084	9045.446219	157.494861	0	7.005537	87.698951	0.259464	3.632501	0.518929	0.778393	15.048932	0	10121.704349	583.535326	211.982375	78.877163	465.219582	997.899896	28.02215	1403.183212	16445.369521	744.403224	115.980565	416.440284	430.191895	41.514296	13.751611	5848.84541	53.968585	37.103402	0	4512.863464	43.590011	0.778393	730.651614	37513.096463	1684.183105	3.113572	3.113572	1.037857	2345.557737	4.929823	1.297322	21.535541	11.93536	0	0	7.783931	6.746073	20.757148	3.632501	0.259464	3.113572	0	4.929823	0.259464	0	217.690591	9.340717	7.783931	6795.111899	19284.16899	11.675896	0.259464	18.681433	312.914008	210516.40152	"TCGA-31-1944"
"TCGA-24-2024-01A-02R-1568-13"	62411.934777	31492.694173	143033.109711	28677.500032	4650.631289	333.335958	367.891036	7707.068088	150.435129	745.103907	70.717368	7097.45223	0.160721	0.482164	0.321443	0.160721	0	0	0	0	2914.68062	7025.127649	323.692681	154.935325	2521.074178	215.045088	19.286555	121.826739	43.073306	323.853402	1.607213	266.797344	31.179931	0.964328	0	0	0	1060.439081	180.329289	1.446492	2145.147077	425.911422	43.073306	205.723253	230.956496	46.287732	0	2.892983	220.991776	13.982752	1360.987896	1.28577	247.510789	5080.882186	2561.736664	1019.29443	239.314003	3583.763357	123.273231	328.192877	3.69659	1329.647244	192.544107	1848.937737	87.753825	115.397887	29.090554	3.053705	0.160721	389.909853	499.843216	0	328.032156	825.625274	170060.00208	624.562939	54.002354	6368.581173	3.535868	0	23.947472	12239.569228	207.330466	0	3.053705	41.626814	0	0.642885	7.393179	15.911408	11.089769	0.160721	9973.399019	527.487279	166.346537	39.85888	31.822816	1214.892242	17.197178	806.017277	18331.549059	1339.933407	116.201494	347.15799	859.055303	47.734224	13.500588	8820.545196	31.501373	75.539007	0	15126.766508	39.215995	2.089377	853.7515	17468.797167	2323.869153	5.785966	2.250098	1.125049	2777.74608	11.571933	1.28577	39.376716	14.94708	0.160721	0	5.785966	4.178754	28.60839	5.143081	0	1.28577	0	4.339475	0.160721	0	44.198355	3.375147	3.535868	2597.416791	7441.235072	1.767934	2.089377	12.375539	1558.835806	91997.188663	"TCGA-24-2024"
"TCGA-31-1950-01A-01R-1568-13"	34871.832593	17616.21768	68047.287057	74942.917257	7659.707635	440.470729	433.289141	1986.253135	205.219317	1823.25285	158.865431	33667.9373	0	1.305743	2.611487	1.740991	0	0	0.435248	0	4278.267818	3880.233745	616.74607	71.81588	986.271415	168.005634	171.487616	83.132321	55.929337	88.790542	0.870496	132.315318	16.757039	0.217624	0	0	0	1285.504248	358.861775	2.82911	1401.497775	287.916391	22.632883	1191.273108	344.716223	13.057433	0	0.435248	232.422302	28.07348	1861.989901	4.787725	327.959184	3204.29398	975.825469	589.325462	61.587557	1195.190338	6.311092	62.675677	5.658221	1561.886573	257.449048	8173.082364	160.388798	216.971006	8.052083	30.684967	2.82911	39.607546	59.193695	0.435248	1287.89811	2059.374758	228629.5528	940.570401	16.104167	89.443414	0.435248	0	21.980012	15590.792247	934.694556	7.181588	1.088119	6.528716	0	0.435248	0.435248	5.005349	18.49803	0	5248.217443	635.896972	176.928213	27.638233	178.016332	604.341509	19.150901	609.129235	18068.875346	1489.417821	122.086996	251.573203	324.694826	87.702423	2.393863	5968.334855	122.957491	90.749157	0	2256.324368	53.535474	6.963964	1640.231169	22385.227343	4908.288945	10.228322	13.057433	0.870496	4038.011057	2.611487	2.611487	80.738459	9.140203	0	0	22.415259	1.305743	4.134854	1.740991	0	5.005349	0	9.793075	0.652872	0.435248	240.909633	10.228322	11.316442	5849.512218	8867.737782	24.809122	1.305743	12.404561	2407.355339	128426.814396	"TCGA-31-1950"
"TCGA-36-1574-01A-01R-1566-13"	64927.317588	32480.939086	192519.987538	6885.570405	1534.189434	311.54614	1000.754322	2294.02142	134.736193	862.511984	41.071999	31942.996072	0	0	3.005268	0.500878	0	0	0	0	2179.821227	1560.235092	69.622047	325.570725	5325.335313	159.780095	63.110633	108.189656	135.237071	464.81482	10.518439	940.14808	1.001756	2.50439	0	0	0	1294.769731	155.272192	6.010536	8804.434173	2562.992927	62.609755	148.2599	1015.279785	79.639608	0	13.022829	462.31043	15.527219	2565.998195	8.014049	320.561945	3609.828029	1706.49148	408.215602	105.685266	1169.550222	1.502634	141.247607	6.010536	1992.993718	165.790631	2747.316045	29.050926	59.103609	13.022829	1.502634	0.500878	470.825357	671.677451	0	604.058915	813.425936	65811.868205	733.285449	13.022829	4712.761471	0.500878	0	7.012293	15965.4875	443.777943	2.003512	8.014049	85.149267	0	3.506146	3.005268	4.007024	16.028097	1.001756	19632.916503	692.21345	218.883703	67.117657	322.565457	2918.115456	256.950434	2182.826495	23735.608522	868.52252	196.845069	1571.755287	2313.555663	149.762534	24.042146	14586.06938	48.084292	80.140486	0	7799.672826	108.690535	2.50439	557.477258	17516.706787	5220.651803	60.606243	2.003512	29.050926	2074.636838	8.014049	42.574633	85.149267	43.075511	0	1.001756	12.021073	11.019317	20.035122	6.511415	1.001756	3.005268	0	42.073755	0	0	34.059707	16.528975	26.546536	3444.037398	6120.228761	57.100096	1.502634	11.019317	342.099701	190092.73256	"TCGA-36-1574"
"TCGA-36-1575-01A-01R-1566-13"	49392.176294	24779.025467	37126.611604	5736.006133	6176.438922	281.885126	655.76453	3979.363159	240.162056	1950.400837	63.500476	282.902761	0.407054	0	0.407054	0	0	0.407054	1.221163	0	6521.417469	7103.098111	39.891325	99.524784	3499.242574	205.358911	140.840799	242.80791	21.370352	76.933269	6.919924	468.926592	9.565777	3.459962	0	0	0	529.170633	416.416583	2.238799	4925.357429	506.37559	8.955195	350.270254	109.294088	23.812678	0	8.751668	76.729742	10.583413	2034.050502	4.070543	405.426116	3560.911305	5185.872202	555.425637	833.850801	4045.713016	14.246902	20.352717	8.141087	942.127254	180.935651	2117.089586	64.314585	98.914203	4.070543	0.203527	0	55.155862	93.622497	0.814109	90.366062	133.513821	93039.187731	255.426594	13.025739	471.16539	103.188273	0	30.325548	1253.727346	723.946131	0.203527	2.84938	9.158722	0	0.610581	12.415157	43.554814	5.902288	0.407054	4329.022831	86.295519	35.820781	2.84938	8.548141	2634.65917	119.877501	1865.733535	51521.47751	1010.512382	177.882744	970.621057	1590.768333	469.944227	8.344614	11865.837334	27.679695	61.668731	0	69094.42012	120.895137	10.176358	2284.18539	7600.314979	9071.612865	43.961868	0	13.839847	1924.959941	53.12059	4.070543	10.78694	5.291706	0	1.017636	1.628217	14.653956	2.238799	16.078646	0.203527	1.221163	0	45.590085	0.814109	0.407054	16.4857	76.933269	83.242611	7698.211546	7235.797823	99.931839	1.017636	6.512869	243.622018	259795.10106	"TCGA-36-1575"
"TCGA-61-1998-01A-01R-1568-13"	49774.918432	25399.208058	122156.706647	22677.607421	7095.744392	252.976975	289.344914	4167.925557	60.346798	1296.457043	42.762301	617.056003	0	1.198943	5.595067	5.19542	0	0	0	0	7559.735337	4660.291487	128.68655	82.727068	3165.209551	127.887255	30.772871	35.96829	63.54398	382.063173	9.591544	271.360768	8.392601	0	0	0	0	1505.472775	37.167233	0.399648	3351.445366	3802.247938	25.577451	344.496292	448.804334	19.183088	0	3.996477	116.69712	8.392601	1169.369084	0.799295	316.520955	8225.148709	1969.463721	594.675734	124.690073	1768.440942	17.584498	223.802696	22.38027	906.800565	35.96829	2368.711744	10.790487	24.778156	15.586259	0	0	582.286656	689.392232	0	334.105453	599.071858	63159.518568	647.429226	11.589782	811.284771	3.596829	0	30.373223	5371.264693	696.985538	0.799295	7.992953	127.887255	0	0.399648	0.799295	1.598591	12.788725	0.399648	5599.463513	422.02794	158.660125	117.496415	6.79401	843.656233	31.572166	880.024171	13719.105237	618.654594	77.132	262.168872	484.772624	70.33799	14.387316	5180.233106	44.760539	50.355606	0	3468.542133	39.964767	4.396124	842.057642	13791.841113	1718.484984	0	17.984145	1.598591	1139.795157	14.786964	1.998238	21.980622	8.392601	0	0	3.996477	10.390839	5.19542	5.19542	0	1.598591	0	3.596829	0	0.399648	226.600229	22.779917	15.186611	13750.677403	9204.68515	77.531648	2.797534	5.595067	597.872915	273084.44875	"TCGA-61-1998"
"TCGA-24-1431-01A-01R-1566-13"	16636.12785	8293.062957	37576.857814	8618.075538	2295.250139	164.522498	254.445333	667.364543	106.858975	2465.014775	50.808418	24388.040827	0	0.806483	3.225931	2.82269	0	0	0	0	4013.05857	1242.790043	98.390905	74.196421	1016.168368	131.05346	52.018143	23.791244	102.020078	116.940011	1.612966	172.990567	0	2.016207	0	0	0	848.82318	191.942914	2.016207	1053.669819	708.495168	12.097242	197.185052	675.429371	11.694001	0	3.629173	148.392841	18.145864	1411.748197	2.419448	712.12434	1003.667884	831.483799	104.036285	25.807451	6464.766378	0	6.048621	29.839865	1165.770933	4.838897	1992.415835	3.225931	6.451863	7.661587	0	0	107.665458	138.311806	1.209724	1489.170549	1484.734893	129792.120985	421.38728	4.032414	536.714324	0	0	27.823658	3134.395525	721.398893	1.612966	1.612966	20.968554	0	0	4.435656	4.032414	6.451863	0	3449.327071	674.219647	322.996374	16.532898	6.451863	546.392118	35.485245	1349.245777	23301.708453	517.358736	260.090713	846.806973	608.491296	671.396957	2.016207	8407.986761	72.986696	65.728351	0	19689.068609	51.614901	4.838897	1319.405912	8960.830742	6738.164058	0.806483	0	6.451863	3073.909313	2.82269	2.82269	4.838897	2.016207	0	0.806483	21.775036	1.209724	4.838897	0	0.403241	9.274553	0.403241	16.532898	0	0	41.533866	14.919932	18.145864	5975.231299	8922.926049	27.823658	4.435656	4.838897	396.386312	246283.727112	"TCGA-24-1431"
